lya;gps-punkt;position;altitud;datum;observation;distans;vinkel;obstyp;marktyp;antal högar;antal;kommentar;väder;spårsnö;;;;;;;;;;;
zz020;START020;6 979 244 373 084;1008 m;2018-04-18 08:35;START;;;;;;;;;;;;;;;;;;;;
zz020;F1;6 979 221 373 820;1086 m;2018-04-18 09:20;F;181;260;SE;B;;1;;vind, duggregn;korn;;;;;;;;;;;
zz020;RS1;6 979 219 373 852;1097 m;2018-04-18 09:31;RS;;;;B;1;7;;vind, duggregn;korn;;;;;;;;;;;
zz020;RS1;6 979 219 373 852;1097 m;2018-04-18 09:31;FV;101;10;;;;1;;vind, duggregn;korn;;;;;;;;;;;
zz020;RS2;6 979 219 373 939;1121 m;2018-04-18 09:40;RS;;;;;1;1;;vind, duggregn;korn;;;;;;;;;;;
zz020;L1;6 979 204 374 145;1156 m;2018-04-18 09:48;L;;;;;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;RS3;6 979 208 374 147;1159 m;2018-04-18 09:59;RS;;;;B;1;15;gps = L1;vind, duggregn;korn;;;;;;;;;;;
zz020;L2;6 979 133 375 174;1034 m;2018-04-18 10:19;L;;;;;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;F4;6 979 135 375 257;1022 m;2018-04-18 10:35;F;134;0;SE;BS;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;RS4;6 979 160 375 810;966 m;2018-04-18 10:47;RS;;;;S;1;1;;vind, duggregn;korn;;;;;;;;;;;
zz020;L3;6 979 199 376 165;960 m;2018-04-18 10:55;L;;;;;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;L4;6 979 540 377 111;962 m;2018-04-18 11:31;L;;;;;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;L5;6 980 423 376 633;975 m;2018-04-18 12:26;L;;;;;;;;vind, duggregn;korn;;;;;;;;;;;
zz020;L5;6 980 423 376 633;975 m;2018-04-18 12:26;F;176;270;HSE;S;;2;;sol, vind;korn;;;;;;;;;;;
zz020;L5;6 980 423 376 633;975 m;2018-04-18 12:26;F;88;110;HSE;S;;1;;sol, vind;korn;;;;;;;;;;;
zz020;D1;6 980 678 376 496;967 m;2018-04-18 12:54;R;48;320;SE;BS;;2;skriven som D;sol, vind;korn;;;;;;;;;;;
zz020;L6;6 981 310 376 071;983 m;2018-04-18 13:17;L;;;;;;;;sol, vind;korn;;;;;;;;;;;
zz020;RS5;6 981 549 375 958;989 m;2018-04-18 13:36;RS;;;;B;1;3;;sol, vind;korn;;;;;;;;;;;
zz020;RS6;6 982 020 375 541;1017 m;2018-04-18 14:00;RS;;;;B;1;1;gammal?;sol, vind;korn;;;;;;;;;;;
zz020;L7;6 982 140 375 442;1043 m;2018-04-18 14:12;L;;;;;;;;sol, vind;korn;;;;;;;;;;;
zz020;RS7;6 982 167 375 427;1050 m;2018-04-18 14:28;RS;;;;S;1;25;;sol, vind;korn;;;;;;;;;;;
zz020;RS8;6 982 183 375 430;1054 m;2018-04-18 14:32;RS;;;;B;1;5;ljus;sol, vind;korn;;;;;;;;;;;
zz020;RS9;6 982 233 375 392;1068 m;2018-04-18 14:37;RS;;;;B;1;1;ljus;sol, vind;korn;;;;;;;;;;;
zz020;RS10;6 982 384 375 382;1069 m;2018-04-18 14:44;RS;;;;BS;1;20;;sol, vind;korn;;;;;;;;;;;
zz020;L8;6 983 066 374 961;971 m;2018-04-18 15:02;L;;;;;;;;sol, vind;korn;;;;;;;;;;;
zz020;D2;6 982 996 374 822;983 m;2018-04-18 15:24;R;28;65;SE;;;1;;sol, vind;korn;;;;;;;;;;;
zz020;RS11;6 982 835 374 583;1008 m;2018-04-18 15:35;RS;;;;;1;12;;sol, vind;korn;;;;;;;;;;;
zz020;NYRIKT;6 982 817 374 546;1010 m;2018-04-18 15:39;NYRIKT;;;;;;;;sol, vind;korn;;;;;;;;;;;
zz020;L9;6 982 369 374 112;1063 m;2018-04-18 15:57;L;;;;;;;;sol, vind;korn;;;;;;;;;;;
zz020;L10;6 981 493 373 596;1009 m;2018-04-18 16:32;L;;;;;;;;regn, vind;korn;;;;;;;;;;;
zz020;RS12;6 981 426 373 570;1008 m;2018-04-18 17:00;RS;;;;;1;1;;regn, vind;korn;;;;;;;;;;;
zz020;RS13;6 980 854 373 201;1008 m;2018-04-18 18:19;RS;;;;;;;;regn, vind;korn;;;;;;;;;;;
zz020;L11;6 980 651 373 053;1013 m;2018-04-18 18:27;L;;;;;;;;vind;korn;;;;;;;;;;;
zz104;STARTZZ104;6 978 155 373 957;1058 m;2018-04-19 07:36;START;;;;;;;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;STARTZZ104;6 978 155 373 957;1058 m;2018-04-19 07:36;F;122;350;H;;;;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;STARTZZ104;6 978 155 373 957;1058 m;2018-04-19 07:36;F;98;145;H;;;;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS1;6 978 097 374 098;1060 m;2018-04-19 07:54;RS;1,5;270;;S;1;22;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS2;6 978 074 374 126;1060 m;2018-04-19 08:00;RS;;;;B;1;6;ljus, ovanpå ris;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F1;6 977 953 374 382;1050 m;2018-04-19 08:13;F;42;82;HSE;B;;2;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F2;6 977 876 374 550;1039 m;2018-04-19 08:16;F;160;323;SE;;;2;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F2;6 977 876 374 550;1039 m;2018-04-19 08:16;F;178;261;H;;;1;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS3;6 977 693 374 981;1041 m;2018-04-19 08:37;RS;1;90;;S;1;40;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS3;6 977 693 374 981;1041 m;2018-04-19 08:37;F;187;289;H;;;1;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS4;6 977 077 376 103;1021 m;2018-04-19 09:05;RS;0,9;270;;S;1;19;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS4;6 977 077 376 103;1021 m;2018-04-19 09:05;F;211;158;H;;;1;;dimma;korn;;;;;;;;;;;
zz104;F3;6 976 877 377 029;985 m;2018-04-19 11:11;F;71;33;HSE;B;;1;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F3;6 976 877 377 029;985 m;2018-04-19 11:11;F;132;98;H;;;1;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F4;6 976 879 377 031;985 m;2018-04-19 11:11;F;49;336;SE;BS;;2;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;F4;6 976 879 377 031;985 m;2018-04-19 11:11;RS;;;;S;1;13;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;SP1;6 976 838 377 193;976 m;2018-04-19 11:17;SP;;;;S;;;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;RS5;6 976 832 377 288;969 m;2018-04-19 11:21;RS;;;;S;1;35;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;CORNER1;6 976 680 377 753;949 m;2018-04-19 11:30;CORNER;;;;;;;;sol, växlande molnighet;korn;;;;;;;;;;;
zz104;CORNER1;6 976 680 377 753;949 m;2018-04-19 11:30;RS;;;;B;1;1;ljus;lätt vind;korn;;;;;;;;;;;
zz104;RS6;6 976 303 377 169;971 m;2018-04-19 12:27;RS;;;;B;1;10;ljus, kändes färsk (blöt);lätt vind;korn;;;;;;;;;;;
zz104;D1;6 976 184 376 998;974 m;2018-04-19 12:38;D;34;22;HSE;BS;;2;;lätt vind;korn;;;;;;;;;;;
zz104;RS7;6 976 107 376 883;978 m;2018-04-19 12:43;RS;0,2;270;;B;4;16;;lätt vind;korn;;;;;;;;;;;
zz104;RS8;6 975 945 376 639;1002 m;2018-04-19 12:54;RS;0,3;270;;B;1;9;ljus, torr;lätt vind;korn;;;;;;;;;;;
zz104;RS9;6 975 925 376 567;999 m;2018-04-19 13:01;RS;3,18;90;;S;1;28;nedsjunken, mörk;lätt vind;korn;;;;;;;;;;;
zz104;RS10;6 975 910 376 551;1002 m;2018-04-19 13:04;RS;;;;S;2;25;nedsjunken, mörk;lätt vind;korn;;;;;;;;;;;
zz104;SP2;6 975 661 376 193;1016 m;2018-04-19 13:13;SP;;;;BS;;6;flera spår korsar linjen;lätt vind;korn;;;;;;;;;;;
zz104;RS11;6 975 575 376 074;1015 m;2018-04-19 13:18;RS;;;;BS;1;1;ljus;lätt vind;korn;;;;;;;;;;;
zz104;SP3;6 975 314 375 760;1014 m;2018-04-19 13:26;SP;;;;BS;;1;;lätt vind;korn;;;;;;;;;;;
zz104;SP4;6 975 286 375 710;1013 m;2018-04-19 13:29;SP;;;;BS;;2;Ena spåret 4,35 m 270 grader;lätt vind;korn;;;;;;;;;;;
zz104;RS12;6 975 210 375 624;1010 m;2018-04-19 13:34;RS;;;;B;1;16;mörk tjock, stora fibrer;lätt vind;korn;;;;;;;;;;;
zz104;SP5;6 975 047 375 449;998 m;2018-04-19 13:40;SP;;;;;;1;;lätt vind;korn;;;;;;;;;;;
zz104;SP6;6 974 934 375 337;991 m;2018-04-19 13:45;SP;;;;;;1;;lätt vind;korn;;;;;;;;;;;
zz104;SP7;6 974 639 375 016;967 m;2018-04-19 13:53;SP;;;;;;2;;lätt vind;korn;;;;;;;;;;;
zz104;CORNER2;6 974 207 374 604;934 m;2018-04-19 14:10;CORNER;;;;;;;;lätt vind;korn;;;;;;;;;;;
zz104;RS13;6 974 563 374 450;955 m;2018-04-19 14:25;RS;;;;;1;1;ljus;lätt vind;korn;;;;;;;;;;;
zz104;SNP;6 976 910 374 023;1083 m;2018-04-19 15:21;SNP;35;98;;;;25;;lätt vind;korn;;;;;;;;;;;
zz104;RS14;6 977 787 373 975;1069 m;2018-04-19 15:41;RS;;;;;6;8;ljus;lätt vind;korn;;;;;;;;;;;
zz104;RS15;6 977 792 373 977;1075 m;2018-04-19 15:44;RS;;;;;4;10;ljus;lätt vind;korn;;;;;;;;;;;
zz042;RS1;6 973 536 372 538;953 m;2018-04-20 06:18;RS;3,25;270;;B;1;12;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;STARTZZ042;6 973 557 372 594;955 m;2018-04-20 06:19;START;;;;;;;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;D1;6 973 509 372 396;954 m;2018-04-20 06:30;D;39;24;HSE;BS;;2;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;D1;6 973 509 372 396;954 m;2018-04-20 06:30;F;98;137;H;;;1;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;SP1;6 973 499 372 356;956 m;2018-04-20 06:35;SP;;;;;;1;nära D1;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;RS2;6 973 402 371 907;1012 m;2018-04-20 06:48;RS;;;;S;2;25;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;RS3;6 973 219 371 484;1021 m;2018-04-20 07:04;RS;;;;B;1;24;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;F1;6 973 128 371 324;1002 m;2018-04-20 07:11;F;80;276;SE;B;;1;;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;RS4;6 973 102 371 121;997 m;2018-04-20 07:18;RS;;;;S;1;33;mörka, stora fibrer;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;RS5;6 972 964 370 722;956 m;2018-04-20 07:30;RS;;;;B;1;1;ljus;halvklart, vind 1-5 m/s, varmt, antagligen blåsigt under natten;korn;;;;;;;;;;;
zz042;D2;6 972 601 369 752;933 m;2018-04-20 07:52;D;4;0;SE;BS;;1;;vindstilla;korn;;;;;;;;;;;
zz042;D2;6 972 601 369 752;933 m;2018-04-20 07:52;F;86;283;H;;;1;;vindstilla;korn;;;;;;;;;;;
zz042;RS6;6 972 525 369 538;931 m;2018-04-20 08:08;RS;;;;S;1;2;;vindstilla;korn;;;;;;;;;;;
zz042;F2;6 972 436 369 270;925 m;2018-04-20 08:15;F;117;82;HSE;BS;;1;;vindstilla;korn;;;;;;;;;;;
zz042;F2;6 972 436 369 270;925 m;2018-04-20 08:15;F;112;288;H;;;1;;vindstilla;korn;;;;;;;;;;;
zz042;F3;6 972 374 369 057;922 m;2018-04-20 08:26;F;18;268;HSE;BS;;1;;vindstilla;korn;;;;;;;;;;;
zz042;RS7;6 972 336 368 970;918 m;2018-04-20 08:32;RS;0,76;90;;S;1;35;;vindstilla;korn;;;;;;;;;;;
zz042;JVSP;6 972 331 368 960;917 m;2018-04-20 08:37;JVSP;;;;;;;;vindstilla;korn;;;;;;;;;;;
zz042;RS8;6 972 281 368 808;916 m;2018-04-20 08:47;RS;3,12;90;;S;1;27;;vindstilla;korn;;;;;;;;;;;
zz042;CORNER1;6 972 275 368 795;917 m;2018-04-20 08:49;CORNER;;;;;;;;vindstilla;korn;;;;;;;;;;;
zz042;R1;6 972 032 369 034;931 m;2018-04-20 09:17;R;57;282;SE;B;;1;;vindstilla;korn;;;;;;;;;;;
zz042;F4;6 971 534 369 583;989 m;2018-04-20 09:45;F;111;266;SE;B;;1;;vindstilla;korn;;;;;;;;;;;
zz042;RS9;6 970 939 370 038;993 m;2018-04-20 10:08;RS;2,08;90;;B;1;8;ljus, torr;vindstilla;korn;;;;;;;;;;;
zz042;R2;6 970 604 370 513;1000 m;2018-04-20 10:28;R;80;282;SE;B;;1;;vindstilla;korn;;;;;;;;;;;
zz042;R2;6 970 604 370 513;1000 m;2018-04-20 10:28;F;131;328;HSE;B;;1;;vindstilla;korn;;;;;;;;;;;
zz042;RS10;6 970 450 370 653;1014 m;2018-04-20 10:39;RS;;;;B;1;17;några ljusa korvar och en färsk lös hög;vindstilla;korn;;;;;;;;;;;
zz042;SP2;6 970 391 370 755;1014 m;2018-04-20 10:49;SP;;;;;;;antagligen sätt fåglarna innan;vindstilla;korn;;;;;;;;;;;
zz042;RS11;6 970 314 370 878;1008 m;2018-04-20 10:55;RS;5,42;270;;S;1;32;mörka i snö;vindstilla;korn;;;;;;;;;;;
zz042;RS12;6 970 278 370 912;1010 m;2018-04-20 10:58;RS;0,41;270;;S;1;23;mörka, stora fibrer;sol, varmt;korn;;;;;;;;;;;
zz042;RS13;6 969 850 371 828;965 m;2018-04-20 11:24;RS;5,22;270;;S;3;37;;sol, varmt;korn;;;;;;;;;;;
zz042;RS13;6 969 850 371 828;965 m;2018-04-20 11:24;F;153;334;H;;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;RS14;6 969 835 371 836;965 m;2018-04-20 11:29;RS;4,42;90;;S;3;20;;sol, varmt;korn;;;;;;;;;;;
zz042;RS15;6 969 819 371 851;966 m;2018-04-20 11:31;RS;0,56;90;;S;2;12;;sol, varmt;korn;;;;;;;;;;;
zz042;RS16;6 969 811 371 834;965 m;2018-04-20 11:33;RS;17,55;90;;S;3;38;;sol, varmt;korn;;;;;;;;;;;
zz042;CORNER2;6 969 791 371 950;968 m;2018-04-20 11:39;CORNER;;;;;;;;sol, varmt;korn;;;;;;;;;;;
zz042;F5;6 969 916 371 968;968 m;2018-04-20 12:24;F;140;72;HSE;B;;1;Hona? Lät pjäu pjäu;sol, varmt;korn;;;;;;;;;;;
zz042;F5;6 969 916 371 968;968 m;2018-04-20 12:24;F;34;288;HSE;BS;;1;Hona? Lät pjäu pjäu eller ää ää;sol, varmt;korn;;;;;;;;;;;
zz042;RS16;6 970 082 371 930;975 m;2018-04-20 12:36;RS;1,45;270;;S;3;1;mycket löst, oformligt;sol, varmt;korn;;;;;;;;;;;
zz042;R3;6 970 394 371 838;964 m;2018-04-20 12:44;F;130;22;HSE;S;;2;fanns ej i gps:en. La till i efterhand;sol, varmt;korn;;;;;;;;;;;
zz042;R3;6 970 394 371 838;964 m;2018-04-20 12:44;F;98;102;HSE;B;;1;fanns ej i gps:en. La till i efterhand;sol, varmt;korn;;;;;;;;;;;
zz042;NYRIKT;6 970 642 371 775;980 m;2018-04-20 12:53;NYRIKT;;;;;;;;sol, varmt;korn;;;;;;;;;;;
zz042;RS17;6 970 640 371 775;980 m;2018-04-20 12:54;RS;0,53;270;;S;1;26;;sol, varmt;korn;;;;;;;;;;;
zz042;RS18;6 970 764 371 804;991 m;2018-04-20 13:00;RS;0,22;270;;BS;1;;cecum;sol, varmt;korn;;;;;;;;;;;
zz042;RS19;6 970 791 371 813;988 m;2018-04-20 13:02;RS;1,47;270;;S;1;;cecum;sol, varmt;korn;;;;;;;;;;;
zz042;RS19;6 970 791 371 813;988 m;2018-04-20 13:02;F;118;212;H;;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;RS19;6 971 145 371 962;957 m;2018-04-20 13:10;RS;;;;S;1;12;;sol, varmt;korn;;;;;;;;;;;
zz042;RS20;6 971 661 372 156;961 m;2018-04-20 13:21;RS;0,15;270;;BS;1;2;;sol, varmt;korn;;;;;;;;;;;
zz042;R4;6 972 171 372 279;966 m;2018-04-20 15:29;R;31;42;SE;B;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;R4;6 972 171 372 279;966 m;2018-04-20 15:29;F;122;47;H;;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;F6;6 972 288 372 320;974 m;2018-04-20 15:33;F;31;358;SE;BS;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;F7;6 972 769 372 463;978 m;2018-04-20 15:48;F;39;342;HSE;B;;1;;sol, varmt;korn;;;;;;;;;;;
zz042;F8;6 973 526 372 602;952 m;2018-04-20 16:03;F;168;161;H;;;1;;sol, varmt;korn;;;;;;;;;;;
zz033;STARTZZ033;6 987 664 372 345;988 m;2018-04-22 12:03;START;;;;;;;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP1;6 988 488 373 470;1001 m;2018-04-22 12:40;SP;;;;BS;;1;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP2;6 988 559 373 572;1012 m;2018-04-22 12:47;SP;;;;S;;2;rätt otydliga men snirklar sig;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;F1;6 988 978 374 272;1113 m;2018-04-22 13:15;F;38;62;SE;B;;2;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;R1;6 989 908 375 198;966 m;2018-04-22 13:53;R;96;38;SE;B;;1;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP3;6 990 153 375 340;936 m;2018-04-22 14:21;SP;;;;;;2;går ej se om det är samma ind.;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS1;6 990 170 375 364;937 m;2018-04-22 14:27;RS;21;270;;S;1;5;färska korvar;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS1;6 990 170 375 364;937 m;2018-04-22 14:27;SP;21;270;;S;;5;färska korvar;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP4;6 990 191 375 385;937 m;2018-04-22 14:29;SP;;;;;;2;svårt att se men stegen är ihoplänkade;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;CORNER1;6 990 210 375 427;939 m;2018-04-22 14:32;CORNER;;;;;;;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS2;6 990 230 375 384;940 m;2018-04-22 14:36;RS;0,33;90;;;1;3;stora fibrer, färska korvar;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS2;6 990 230 375 384;940 m;2018-04-22 14:36;SP;;;;;;2;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP5;6 990 289 375 215;935 m;2018-04-22 14:42;SP;;;;;;1;;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS3;6 990 628 374 577;971 m;2018-04-22 15:08;RS;;;;B;1;2;ljusa men ser färska ut;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS4;6 990 629 374 568;970 m;2018-04-22 15:12;RS;;;;;1;2;ljusmörka ser färska ut;sol, vindstilla;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS5;6 990 677 374 405;983 m;2018-04-22 15:19;RS;;;;;1;3;ljusa;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS6;6 990 844 373 780;1006 m;2018-04-22 15:45;RS;;;;;1;3;ljusa;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS7;6 990 844 373 768;1006 m;2018-04-22 15:48;RS;;;;;1;5;ljusbruna, färska;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;SP6;6 991 443 371 820;1042 m;2018-04-22 16:25;SP;;;;;;2;;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS8;6 991 494 371 660;1043 m;2018-04-22 16:34;RS;1,47;90;;;1;1;ljusbruna, färska;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;CORNER2;6 991 515 371 569;1040 m;2018-04-22 16:38;CORNER;;;;;;;;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz033;RS9;6 990 805 371 562;1106 m;2018-04-22 17:04;RS;3,24;270;;;1;1;ljusbrun, torr;0-gradigt, lätt vind;lätt drevsnö från stormen igår;;;;;;;;;;;
zz062;STARTZZ062;6 986 351 371 839;935 m;2018-04-24 07:55;START;;;;;;;;;;;;;;;;;;;;
zz062;STARTZZ062;6 986 351 371 839;935 m;2018-04-24 07:55;F;89;276;H;;;1;;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;STARTZZ062;6 986 351 371 839;935 m;2018-04-24 07:55;F;154;169;H;;;1;;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;RS1;6 986 386 371 687;947 m;2018-04-24 08:06;RS;1,47;270;;B;1;8;spridda, några färska;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;RS1;6 986 386 371 687;947 m;2018-04-24 08:06;F;171;238;H;;;1;;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;SP1;6 987 014 369 871;985 m;2018-04-24 08:51;SP;2,21;270;;BS;;5;rävspår mellan RS1 och SP1;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;SP2;6 987 020 369 854;986 m;2018-04-24 08:53;SP;;;;BS;;1;;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
zz062;RS2;6 987 269 369 101;990 m;2018-04-24 09:14;RS;0,22;270;;B;1;2;;0-gradigt, mulet, lite vind;skare till bristande skare, lite nysnö som samlats här och där;;;;;;;;;;;
